Suite, Netcdf File, Size, Size (bytes)
u-ch427-n1280-v2-x5-08, inc_days.py, 2.4K ,4
, inc_days.pyc, 2.3K ,4
, test-m01s05i256-me, 291K ,296
, test-m01s05i256-me, 360K ,364
, test-m01s05i256-me, 380K ,384
, test-m01s05i256-me, 514K ,520
, test-m01s05i256-me, 1.2M ,1156
, test-m01s05i256-me, 2.7M ,2744
, test-m01s05i256-me, 4.4M ,4424
, test-m01s05i256-me, 8.5M ,8668
, test-m01s05i256-me,  18M ,17964
, test-m01s05i256-me,  29M ,28784
, test-m01s05i256-me,  37M ,36872
, test-m01s05i256-me,  38M ,38504
, test-m01s05i256-me,  36M ,36428
, test-m01s05i256-me,  34M ,34676
, test-m01s05i256-me,  35M ,34952
, test-m01s05i256-me,  34M ,34280
, test-m01s05i256-me,  32M ,32044
, test-m01s05i256-me,  31M ,31516
, test-m01s05i256-me,  35M ,35192
, test-m01s05i256-me,  39M ,39728
, test-m01s05i256-me,  39M ,39328
, test-m01s05i256-me,  38M ,38572
, test-m01s05i256-me,  42M ,42804
, test-m01s05i256-me,  47M ,47848
, test-m01s05i256-me,  50M ,50452
, test-m01s05i256-me,  52M ,52712
, test-m01s05i256-me,  57M ,57924
, test-m01s05i256-me,  55M ,55992
, test-m01s05i256-me,  52M ,52960
, test-m01s05i256-me,  47M ,47788
, test-m01s05i256-me,  54M ,54332
, test-m01s05i256-me,  55M ,55696
, test-m01s05i256-me,  52M ,52744
, test-m01s05i256-me,  54M ,55192
, test-m01s05i256-me,  49M ,49648
, test-m01s05i256-me,  36M ,36736
, test-m01s05i256-me,  31M ,31020
, test-m01s05i256-me,  31M ,30880
, test-m01s05i256-me,  28M ,28480
, test-m01s05i256-me,  30M ,29756
, test-m01s05i256-me,  29M ,29312
, test-m01s05i256-me,  32M ,32588
, test-m01s05i256-me,  32M ,32364
, test-m01s05i256-me,  35M ,34900
, test-m01s05i256-me,  32M ,32256
, test-m01s05i256-me,  30M ,30288
, test-m01s05i256-me,  25M ,25056
, test-m01s05i256-me,  21M ,20860
, test-m01s05i256-me,  20M ,19656
, test-m01s05i256-me,  21M ,20880
, test-m01s05i256-me,  17M ,16564
, test-m01s05i256-me,  13M ,13192
, test-m01s05i256-me,  12M ,11492
, test-m01s05i256-me, 8.6M ,8724
, test-m01s05i256-me, 7.4M ,7540
, test-m01s05i256-me, 5.0M ,5104
, test-m01s05i256-me, 3.8M ,3888
, test-m01s05i256-me, 5.0M ,5056
, test-m01s05i256-me, 3.8M ,3856
, test-m01s05i256-me, 1.3M ,1288
, test-m01s05i256-me, 452K ,456
, test-m01s05i256-me, 518K ,524
, test-m01s05i256-me, 406K ,412
, test-m01s05i256-me, 293K ,300
u-ch427-n1280-v2-x5-08,,Total Size,1686924

