Suite, Netcdf File, Size, Size (bytes)
u-ch427-n1280-v2-x-05, inc_days.py, 2.4K ,4
, inc_days.pyc, 2.3K ,4
, test-m01s05i256-me, 292K ,296
, test-m01s05i256-me, 365K ,372
, test-m01s05i256-me, 387K ,392
, test-m01s05i256-me, 527K ,532
, test-m01s05i256-me, 1.2M ,1188
, test-m01s05i256-me, 2.8M ,2820
, test-m01s05i256-me, 4.5M ,4532
, test-m01s05i256-me, 8.7M ,8852
, test-m01s05i256-me,  18M ,18328
, test-m01s05i256-me,  29M ,29292
, test-m01s05i256-me,  37M ,37400
, test-m01s05i256-me,  39M ,38988
, test-m01s05i256-me,  37M ,36904
, test-m01s05i256-me,  35M ,35180
, test-m01s05i256-me,  35M ,35476
, test-m01s05i256-me,  34M ,34816
, test-m01s05i256-me,  32M ,32596
, test-m01s05i256-me,  32M ,32076
, test-m01s05i256-me,  35M ,35788
, test-m01s05i256-me,  40M ,40372
, test-m01s05i256-me,  40M ,40028
, test-m01s05i256-me,  39M ,39256
, test-m01s05i256-me,  43M ,43496
, test-m01s05i256-me,  48M ,48608
, test-m01s05i256-me,  51M ,51252
, test-m01s05i256-me,  53M ,53612
, test-m01s05i256-me,  58M ,58988
, test-m01s05i256-me,  56M ,57092
, test-m01s05i256-me,  53M ,54032
, test-m01s05i256-me,  48M ,48812
, test-m01s05i256-me,  55M ,55504
, test-m01s05i256-me,  56M ,56996
, test-m01s05i256-me,  53M ,54040
, test-m01s05i256-me,  56M ,56416
, test-m01s05i256-me,  50M ,50620
, test-m01s05i256-me,  37M ,37364
, test-m01s05i256-me,  31M ,31488
, test-m01s05i256-me,  31M ,31248
, test-m01s05i256-me,  29M ,28844
, test-m01s05i256-me,  30M ,30156
, test-m01s05i256-me,  30M ,29760
, test-m01s05i256-me,  33M ,33056
, test-m01s05i256-me,  33M ,32896
, test-m01s05i256-me,  35M ,35460
, test-m01s05i256-me,  33M ,32800
, test-m01s05i256-me,  31M ,30872
, test-m01s05i256-me,  26M ,25604
, test-m01s05i256-me,  21M ,21316
, test-m01s05i256-me,  20M ,20028
, test-m01s05i256-me,  21M ,21200
, test-m01s05i256-me,  17M ,16824
, test-m01s05i256-me,  14M ,13432
, test-m01s05i256-me,  12M ,11744
, test-m01s05i256-me, 8.8M ,8932
, test-m01s05i256-me, 7.6M ,7712
, test-m01s05i256-me, 5.1M ,5208
, test-m01s05i256-me, 3.9M ,3952
, test-m01s05i256-me, 5.1M ,5136
, test-m01s05i256-me, 3.9M ,3944
, test-m01s05i256-me, 1.3M ,1320
, test-m01s05i256-me, 463K ,468
, test-m01s05i256-me, 530K ,536
, test-m01s05i256-me, 412K ,416
, test-m01s05i256-me, 294K ,300
u-ch427-n1280-v2-x-05,,Total Size,1716976

